orf	ec	mnxr	n_ec	n_mnxr
ECDH10B_2628	1.1.1.40	MNXR101443;MNXR101446;MNXR102097;MNXR129497;MNXR132221;MNXR172878;MNXR172879;MNXR172880;MNXR172881	1	9
ECDH10B_2629	2.2.1.2	MNXR112107;MNXR146501;MNXR146502	1	3
ECDH10B_2630	2.2.1.1	MNXR104868;MNXR106812;MNXR106991;MNXR110598;MNXR124172;MNXR124173;MNXR129774;MNXR129790;MNXR129793;MNXR129797;MNXR129806;MNXR143581;MNXR143595;MNXR144325;MNXR146555;MNXR146556;MNXR152015;MNXR152016;MNXR152017;MNXR179280;MNXR179285;MNXR180393;MNXR194979	1	23
ECDH10B_2634	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_2637	3.5.1.18	MNXR104300;MNXR130827;MNXR131904;MNXR131905;MNXR132222	1	5
ECDH10B_2640	2.3.1.193	MNXR123266;MNXR153054;MNXR168402;MNXR177704;MNXR185913;MNXR188537	1	6
ECDH10B_2642	6.3.2.6	MNXR192576;MNXR192577	1	2
ECDH10B_2644	4.3.3.7	MNXR113514;MNXR125801;MNXR131489	1	3
ECDH10B_2646	1.11.1.24	MNXR114912;MNXR146539;MNXR171840;MNXR192709	1	4
ECDH10B_2664	2.4.2.9	MNXR198519;MNXR198520	1	2
ECDH10B_2665	6.3.3.1	MNXR108734;MNXR180531	1	2
ECDH10B_2666	2.1.2.2	MNXR115906;MNXR130318;MNXR130319;MNXR165700;MNXR166698	1	5
ECDH10B_2667	2.7.4.1	MNXR103113;MNXR103114;MNXR135146;MNXR166030;MNXR180404	1	5
ECDH10B_2668	3.6.1.11	MNXR100099;MNXR135207;MNXR166153;MNXR173325	1	4
ECDH10B_2669	3.1.4.52	MNXR150480	1	1
ECDH10B_2673	6.3.5.2	MNXR100030;MNXR180538;MNXR188147;MNXR188149;MNXR95107	1	5
ECDH10B_2674	1.1.1.205	MNXR130282;MNXR130284;MNXR130285;MNXR144333;MNXR172684;MNXR188253;MNXR95106	1	7
ECDH10B_2675	3.1.11.6	MNXR115248;MNXR187146	1	2
ECDH10B_2680	6.1.1.21	MNXR115961;MNXR145210;MNXR145211;MNXR145212;MNXR145213;MNXR165870;MNXR183568	1	7
ECDH10B_2681	1.17.7.3	MNXR150929;MNXR168366;MNXR192290;MNXR192291	1	4
ECDH10B_2683	2.1.1.192	MNXR117028;MNXR168241;MNXR168323;MNXR176101;MNXR187059	1	5
ECDH10B_2684	2.7.4.6	MNXR101937;MNXR101938;MNXR101939;MNXR101940;MNXR106400;MNXR106405;MNXR129750;MNXR132059;MNXR132060;MNXR132661;MNXR145773;MNXR146892;MNXR146893;MNXR146894;MNXR163525;MNXR163526;MNXR165929;MNXR168549;MNXR175607;MNXR180517;MNXR180519;MNXR180521;MNXR180525;MNXR180527;MNXR180536;MNXR180537;MNXR180540;MNXR188501;MNXR188503;MNXR189751;MNXR190718;MNXR200959;MNXR96118;MNXR96123	1	34
ECDH10B_2685	2.4.99.28	MNXR166295	1	1
ECDH10B_2687	2.8.1.2	MNXR133424;MNXR142060;MNXR146788;MNXR146789;MNXR151712;MNXR151713;MNXR151714;MNXR166164;MNXR187743;MNXR192771;MNXR192772	1	11
ECDH10B_2690	3.4.11.23	MNXR133514;MNXR149048;MNXR149049;MNXR151105;MNXR179716;MNXR184831;MNXR191129;MNXR95828	1	8
ECDH10B_2697	2.8.1.7	MNXR111094;MNXR114822;MNXR117647;MNXR118656;MNXR119682;MNXR122991;MNXR131438;MNXR135557;MNXR164558;MNXR168426;MNXR176458;MNXR177585;MNXR178225;MNXR193220;MNXR193226;MNXR199483;MNXR199485;MNXR200588	1	18
ECDH10B_2699	2.1.1.200	MNXR117201;MNXR117202;MNXR168245;MNXR168246	1	4
ECDH10B_2700	3.1.3.25	MNXR105353;MNXR116604;MNXR116605;MNXR116606;MNXR118733;MNXR131710;MNXR145611;MNXR145612;MNXR145620;MNXR146053;MNXR149860;MNXR149861;MNXR149878;MNXR149879;MNXR151315;MNXR151316;MNXR153718;MNXR180438;MNXR189729;MNXR190452;MNXR195408;MNXR195409;MNXR198838;MNXR198839;MNXR99852	1	25
ECDH10B_2705	1.14.12.19	MNXR146113;MNXR146114;MNXR146115;MNXR151204;MNXR198108;MNXR198109	1	6
ECDH10B_2706	1.14.12.19	MNXR146113;MNXR146114;MNXR146115;MNXR151204;MNXR198108;MNXR198109	1	6
ECDH10B_2708	1.3.1.87	MNXR149684;MNXR149685;MNXR149686;MNXR151201;MNXR198106;MNXR198107	1	6
ECDH10B_2709	1.18.1.3	MNXR115874;MNXR117503;MNXR135443;MNXR146313;MNXR147482;MNXR149392;MNXR149393;MNXR165810;MNXR176380;MNXR202569;MNXR202571	1	11
ECDH10B_2718	2.1.2.1	MNXR104833;MNXR104834;MNXR112540;MNXR115952;MNXR147410;MNXR172776;MNXR172777;MNXR172815;MNXR172816;MNXR172817;MNXR172818;MNXR172819;MNXR172820;MNXR172821;MNXR172831;MNXR172832;MNXR172833;MNXR172949;MNXR172950;MNXR172951;MNXR180475;MNXR188021;MNXR188117;MNXR194753;MNXR194972;MNXR194973;MNXR194974;MNXR194975;MNXR195162;MNXR195163;MNXR195164;MNXR195165;MNXR195166	1	33
ECDH10B_2719	1.14.12.17	MNXR101879;MNXR106384;MNXR130203;MNXR130779;MNXR131124;MNXR131125;MNXR132732;MNXR132733;MNXR141716;MNXR144369;MNXR145791;MNXR145793;MNXR191443;MNXR192001;MNXR192003	1	15
ECDH10B_2723	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_2725	6.3.5.3	MNXR165854	1	1
ECDH10B_2727	3.5.4.33	MNXR113583;MNXR118468;MNXR168284;MNXR183318;MNXR184605	1	5
ECDH10B_2728	3.1.3.27	MNXR102560;MNXR102567;MNXR102582;MNXR116119;MNXR118016;MNXR135933;MNXR135934;MNXR135935;MNXR135936;MNXR136187;MNXR136261;MNXR136262;MNXR136263;MNXR136264;MNXR136265;MNXR136266;MNXR143276;MNXR144555;MNXR145980;MNXR145981;MNXR145982;MNXR145983;MNXR145984;MNXR145985;MNXR147493;MNXR147494;MNXR166915;MNXR175633;MNXR180436;MNXR180437;MNXR182088;MNXR182089;MNXR182090	1	33
ECDH10B_2732	2.6.99.2	MNXR109875	1	1
ECDH10B_2735	3.1.26.3	MNXR115277;MNXR174269	1	2
ECDH10B_2736	3.4.21.89	MNXR115503;MNXR132993;MNXR174461;MNXR178088;MNXR184118	1	5
ECDH10B_2742	1.4.3.16	MNXR153037;MNXR154806;MNXR198892;MNXR198893;MNXR198894;MNXR198895	1	6
ECDH10B_2743	2.1.1.223	MNXR117588;MNXR168282	1	2
ECDH10B_2744	3.6.4.13	MNXR102042;MNXR132663;MNXR153054;MNXR153055;MNXR188499;MNXR188537;MNXR195117	1	7
ECDH10B_2748	3.2.2.27	MNXR123144;MNXR131877;MNXR177638;MNXR185999	1	4
ECDH10B_2750	1.8.1.8	MNXR108522;MNXR108523;MNXR114992;MNXR165966;MNXR165967;MNXR173976	1	6
ECDH10B_2751	2.5.1.25	MNXR115176;MNXR147971;MNXR147972;MNXR165523;MNXR171812;MNXR174169;MNXR185208;MNXR192934	1	8
ECDH10B_2753	2.7.8.8	MNXR103266;MNXR103270;MNXR103272;MNXR135985;MNXR135986;MNXR135987;MNXR135988;MNXR135989;MNXR136190;MNXR136222;MNXR136223;MNXR136224;MNXR136225;MNXR136226;MNXR136227;MNXR146159;MNXR146160;MNXR146161;MNXR146162;MNXR147428;MNXR147429;MNXR147430;MNXR165840;MNXR175642;MNXR180441;MNXR182115;MNXR182116;MNXR188710	1	28
ECDH10B_2761	2.4.2.1;2.4.2.28;3.5.4.4	MNXR116139;MNXR117113;MNXR117132;MNXR118491;MNXR118608;MNXR121885;MNXR131543;MNXR131590;MNXR131653;MNXR131654;MNXR131655;MNXR131656;MNXR131657;MNXR131658;MNXR131659;MNXR131660;MNXR131661;MNXR131662;MNXR131663;MNXR131664;MNXR131666;MNXR131667;MNXR131668;MNXR131899;MNXR131900;MNXR131901;MNXR131902;MNXR132656;MNXR133777;MNXR135473;MNXR146171;MNXR146175;MNXR146176;MNXR146182;MNXR146186;MNXR166047;MNXR167172;MNXR175653;MNXR176932;MNXR184261;MNXR188451;MNXR188521;MNXR188678;MNXR188726;MNXR189245;MNXR189834;MNXR190575;MNXR198302;MNXR198303;MNXR97076	3	50
ECDH10B_2762	5.4.99.23	MNXR117184;MNXR168177	1	2
ECDH10B_2766	4.2.1.51;5.4.99.5	MNXR151441;MNXR153200;MNXR180464;MNXR95958	2	4
ECDH10B_2767	1.3.1.12;5.4.99.5	MNXR146103;MNXR153200	2	2
ECDH10B_2768	2.5.1.54	MNXR129360;MNXR133161;MNXR144444;MNXR152038;MNXR97218	1	5
ECDH10B_2771	2.7.7.65	MNXR150131	1	1
ECDH10B_2774	2.1.1.228	MNXR117570;MNXR118737;MNXR146981;MNXR167225;MNXR172661;MNXR186478;MNXR197302	1	7
ECDH10B_2777	3.6.5.4	MNXR188537	1	1
ECDH10B_2781	2.7.1.23	MNXR101882;MNXR101884;MNXR101885;MNXR101886;MNXR101887;MNXR188483;MNXR194955	1	7
ECDH10B_2804	1.20.4.1	MNXR149306;MNXR149307;MNXR151342;MNXR151343;MNXR153048;MNXR153050;MNXR153053;MNXR166184;MNXR177591	1	9
ECDH10B_2826	1.14.11.64	MNXR157832	1	1
ECDH10B_2827	1.1.5.13	MNXR163715;MNXR165255;MNXR171165	1	3
ECDH10B_2829	2.6.1.19;2.6.1.48	MNXR113544;MNXR133169;MNXR133170;MNXR133189;MNXR192556;MNXR95186;MNXR95862;MNXR95904	2	8
ECDH10B_2835	2.8.1.1	MNXR151669;MNXR151670;MNXR170613;MNXR195009	1	4
ECDH10B_2842	1.17.4.1	MNXR116252;MNXR116253;MNXR123400;MNXR123415;MNXR123416;MNXR129584;MNXR130252;MNXR131974;MNXR146314;MNXR146315;MNXR146316;MNXR146317;MNXR146320;MNXR146321;MNXR146322;MNXR146323;MNXR146326;MNXR146327;MNXR146328;MNXR146329;MNXR146332;MNXR146333;MNXR146334;MNXR146335;MNXR148639;MNXR148640;MNXR150218;MNXR150219;MNXR150220;MNXR150221;MNXR163524;MNXR166263;MNXR166525;MNXR166526;MNXR166527;MNXR166528;MNXR175266;MNXR175349;MNXR175468;MNXR175723;MNXR177764;MNXR178048;MNXR180520;MNXR180526;MNXR180535;MNXR180539	1	46
ECDH10B_2843	1.17.4.1	MNXR116252;MNXR116253;MNXR123400;MNXR123415;MNXR123416;MNXR129584;MNXR130252;MNXR131974;MNXR146314;MNXR146315;MNXR146316;MNXR146317;MNXR146320;MNXR146321;MNXR146322;MNXR146323;MNXR146326;MNXR146327;MNXR146328;MNXR146329;MNXR146332;MNXR146333;MNXR146334;MNXR146335;MNXR148639;MNXR148640;MNXR150218;MNXR150219;MNXR150220;MNXR150221;MNXR163524;MNXR166263;MNXR166525;MNXR166526;MNXR166527;MNXR166528;MNXR175266;MNXR175349;MNXR175468;MNXR175723;MNXR177764;MNXR178048;MNXR180520;MNXR180526;MNXR180535;MNXR180539	1	46
ECDH10B_2854	4.4.1.21	MNXR146294;MNXR146295;MNXR146297;MNXR146298	1	4
ECDH10B_2856	6.3.2.2	MNXR100074;MNXR114297;MNXR129743;MNXR129744;MNXR129754;MNXR133271;MNXR133272;MNXR133273;MNXR133274;MNXR133275;MNXR133276;MNXR133277;MNXR133278;MNXR133279;MNXR133280;MNXR133281;MNXR133282;MNXR133283;MNXR133284;MNXR133285;MNXR133286;MNXR133287;MNXR133288;MNXR133289;MNXR133290;MNXR133291;MNXR164788;MNXR180492	1	28
ECDH10B_2865	6.1.1.7	MNXR115678;MNXR147980;MNXR147981;MNXR152940;MNXR165537;MNXR188041;MNXR200406;MNXR200428	1	8
ECDH10B_2868	3.5.1.42	MNXR101969;MNXR149441	1	2
ECDH10B_2871	2.7.1.198	MNXR123933;MNXR187397;MNXR191276	1	3
ECDH10B_2873	1.1.1.140	MNXR123881;MNXR130278;MNXR191290;MNXR191291	1	4
ECDH10B_2876	5.3.1.13	MNXR95132	1	1
ECDH10B_2884	3.2.1.86	MNXR109344;MNXR109345;MNXR123355;MNXR123360;MNXR131819;MNXR131820;MNXR131821;MNXR132991;MNXR132992;MNXR133846;MNXR133985;MNXR134032;MNXR135470;MNXR151153;MNXR151156;MNXR173123;MNXR190480;MNXR190490	1	18
ECDH10B_2885	3.4.23.51	MNXR123170;MNXR199453	1	2
ECDH10B_2902	3.1.3.16	MNXR105353;MNXR115291;MNXR132192;MNXR132617;MNXR132622;MNXR146867;MNXR146868;MNXR146869;MNXR166103;MNXR168975;MNXR172084;MNXR172115;MNXR172386;MNXR172387;MNXR172425;MNXR174282;MNXR187837;MNXR195329;MNXR195330	1	19
ECDH10B_2904	1.1.1.411	MNXR169886	1	1
ECDH10B_2905	2.7.1.217	MNXR169887;MNXR169888	1	2
ECDH10B_2907	5.3.1.35	MNXR163453;MNXR163454;MNXR169889;MNXR169890	1	4
ECDH10B_2911	2.1.1.77	MNXR108722;MNXR115050;MNXR165549;MNXR173041;MNXR201035	1	5
ECDH10B_2912	3.1.3.5;3.1.3.6;3.6.1.11	MNXR100099;MNXR102028;MNXR102031;MNXR102033;MNXR102035;MNXR102036;MNXR105353;MNXR115235;MNXR115623;MNXR123110;MNXR129775;MNXR129801;MNXR130363;MNXR130364;MNXR130365;MNXR135207;MNXR145771;MNXR145799;MNXR147992;MNXR147993;MNXR149856;MNXR149858;MNXR149859;MNXR166153;MNXR173325;MNXR174228;MNXR175227;MNXR188143;MNXR188509;MNXR188523;MNXR188525;MNXR188527;MNXR188529;MNXR188531;MNXR188533;MNXR190448;MNXR190450;MNXR190452;MNXR190454	3	39
ECDH10B_2913	5.4.99.27	MNXR117188;MNXR168181	1	2
ECDH10B_2914	4.6.1.12	MNXR180508;MNXR188381	1	2
ECDH10B_2915	2.7.7.60	MNXR153215;MNXR180014;MNXR180506	1	3
ECDH10B_2918	2.7.1.25	MNXR180494;MNXR186937;MNXR190488;MNXR190609	1	4
ECDH10B_2919	2.7.7.4	MNXR103114;MNXR131603;MNXR133144;MNXR133145;MNXR133146;MNXR133147;MNXR144379;MNXR180494;MNXR188537;MNXR188820;MNXR188836;MNXR189852	1	12
ECDH10B_2920	2.7.7.4	MNXR103114;MNXR131603;MNXR133144;MNXR133145;MNXR133146;MNXR133147;MNXR144379;MNXR180494;MNXR188537;MNXR188820;MNXR188836;MNXR189852	1	12
ECDH10B_2930	1.8.4.8	MNXR145903;MNXR145904;MNXR145905;MNXR145906;MNXR145907;MNXR145908;MNXR165485;MNXR173985;MNXR178063	1	9
ECDH10B_2932	1.8.1.2	MNXR104650;MNXR134373;MNXR135243;MNXR180498	1	4
ECDH10B_2933	4.1.2.50	MNXR198864;MNXR198865	1	2
ECDH10B_2944	4.3.99.3	MNXR183276	1	1
ECDH10B_2946	4.2.1.11	MNXR108733;MNXR130367;MNXR133517;MNXR133883;MNXR133892;MNXR172022;MNXR180386;MNXR97932	1	8
ECDH10B_2947	6.3.4.2	MNXR100030;MNXR129612;MNXR133055;MNXR133056;MNXR133073;MNXR133074;MNXR133075;MNXR133076;MNXR133953;MNXR190281;MNXR190850	1	11
ECDH10B_2948	3.6.1.8	MNXR145803;MNXR145807;MNXR152256;MNXR152257;MNXR153054;MNXR153055;MNXR188543;MNXR188545;MNXR188547;MNXR188549;MNXR196284;MNXR97173;MNXR97203;MNXR97809;MNXR97822	1	15
ECDH10B_2953	2.1.1.190	MNXR117041;MNXR168239;MNXR176105	1	3
ECDH10B_2954	2.7.13.3	MNXR115210;MNXR172198;MNXR174200;MNXR194965;MNXR195082	1	5
ECDH10B_2955	4.2.1.40	MNXR133639;MNXR133910;MNXR145040;MNXR150129;MNXR185130	1	5
ECDH10B_2959	5.4.99.26	MNXR117187;MNXR168180	1	2
ECDH10B_2963	1.7.1.13	MNXR135611;MNXR183202	1	2
ECDH10B_2964	3.2.2.10;3.2.2.4	MNXR143483;MNXR143758;MNXR165597;MNXR169915;MNXR174394;MNXR185956;MNXR190676;MNXR190816;MNXR199094	2	9
ECDH10B_2966	4.3.1.17	MNXR104344;MNXR104714;MNXR114399;MNXR114400;MNXR146410;MNXR149436;MNXR149437;MNXR94778	1	8
ECDH10B_2969	4.1.2.17	MNXR115814;MNXR153527;MNXR153529	1	3
ECDH10B_2971	5.3.1.25;5.3.1.3	MNXR115894;MNXR175395;MNXR196839;MNXR196840;MNXR198290;MNXR198291	2	6
ECDH10B_2973	5.1.3.29;5.4.99.62	MNXR114080;MNXR119558;MNXR150194	2	3
ECDH10B_2975	2.1.1.186	MNXR117030;MNXR168225	1	2
ECDH10B_2980	2.8.1.7;4.4.1.16	MNXR111094;MNXR114822;MNXR117647;MNXR118656;MNXR119682;MNXR122991;MNXR123878;MNXR131438;MNXR135557;MNXR148253;MNXR148254;MNXR151404;MNXR164558;MNXR168426;MNXR172438;MNXR176458;MNXR177585;MNXR177985;MNXR178225;MNXR190038;MNXR190039;MNXR191358;MNXR193220;MNXR193226;MNXR199483;MNXR199485;MNXR200588;MNXR200591	2	28
ECDH10B_2987	3.5.1.28	MNXR108665;MNXR118592;MNXR120516;MNXR134413;MNXR144137;MNXR174484;MNXR196485;MNXR199427;MNXR95797	1	9
ECDH10B_2988	2.3.1.1	MNXR172612;MNXR180478;MNXR188770;MNXR190531	1	4
ECDH10B_2989	5.6.2.3	MNXR116728;MNXR153054	1	2
ECDH10B_2990	3.1.11.5;5.6.2.4	MNXR116728;MNXR153054;MNXR177641;MNXR183992	2	4
ECDH10B_2991	3.4.24.55	MNXR174485;MNXR183533;MNXR198756	1	3
ECDH10B_2997	2.1.1.45	MNXR123914;MNXR129881;MNXR131759;MNXR133309;MNXR180523;MNXR188916;MNXR188918;MNXR189117;MNXR191200;MNXR200657	1	10
ECDH10B_2998	2.5.1.145	MNXR123127;MNXR170772;MNXR186168	1	3
ECDH10B_2999	2.7.3.9	MNXR107629;MNXR115211;MNXR129508;MNXR129719;MNXR133128;MNXR133253;MNXR133254;MNXR133255;MNXR166304;MNXR174201;MNXR184334	1	11
ECDH10B_3006	2.3.1.40;6.2.1.20	MNXR115672;MNXR117986;MNXR117987;MNXR135106;MNXR135692;MNXR135693;MNXR135694;MNXR135695;MNXR135696;MNXR135704;MNXR135705;MNXR135706;MNXR135707;MNXR135708;MNXR135709;MNXR135710;MNXR135716;MNXR135717;MNXR135718;MNXR135719;MNXR135720;MNXR135721;MNXR137607;MNXR137608;MNXR137610;MNXR137611;MNXR137612;MNXR137613;MNXR137614;MNXR137615;MNXR147293;MNXR147294;MNXR149010;MNXR149011;MNXR149869;MNXR151219;MNXR151220;MNXR151221;MNXR151314;MNXR152595;MNXR152596;MNXR165399;MNXR168702;MNXR175254;MNXR175260;MNXR177713;MNXR180693;MNXR94760;MNXR95138;MNXR95141;MNXR95142;MNXR95145;MNXR95147	2	53
ECDH10B_3010	4.1.1.20	MNXR190874	1	1
ECDH10B_3012	5.1.1.10	MNXR104348;MNXR106586;MNXR106589;MNXR106628;MNXR106636;MNXR106740;MNXR106895;MNXR171270;MNXR171283;MNXR171307;MNXR175306;MNXR188332;MNXR95693	1	13
ECDH10B_3014	1.1.1.127	MNXR138245	1	1
ECDH10B_3015	5.3.1.17	MNXR136437;MNXR148697;MNXR148698	1	3
ECDH10B_3016	2.3.1.9	MNXR130086;MNXR130088;MNXR130090;MNXR130091;MNXR130095;MNXR130096;MNXR130099;MNXR152737;MNXR180668;MNXR189281;MNXR190103;MNXR190494;MNXR190496;MNXR190498;MNXR190501;MNXR190503;MNXR190505	1	17
ECDH10B_3041	1.17.1.4	MNXR122464;MNXR122465;MNXR122466;MNXR131586;MNXR133353;MNXR145262;MNXR146739;MNXR199103;MNXR199104	1	9
ECDH10B_3042	1.17.1.4	MNXR122464;MNXR122465;MNXR122466;MNXR131586;MNXR133353;MNXR145262;MNXR146739;MNXR199103;MNXR199104	1	9
ECDH10B_3046	4.3.1.15	MNXR104338;MNXR129345;MNXR146410;MNXR146411;MNXR153300;MNXR153301	1	6
ECDH10B_3052	2.7.7.76	MNXR189259;MNXR193224;MNXR194758;MNXR194759;MNXR194760;MNXR194761;MNXR194762;MNXR194763;MNXR194764;MNXR194776;MNXR194777;MNXR194778;MNXR194779;MNXR194780;MNXR194787;MNXR194788;MNXR194789;MNXR194790;MNXR194791;MNXR194793;MNXR194794	1	21
ECDH10B_3058	3.5.4.3	MNXR135473;MNXR145141;MNXR196849	1	3
ECDH10B_3063	5.3.3.2	MNXR100796;MNXR137709	1	2
ECDH10B_3064	6.1.1.6	MNXR116033;MNXR145482;MNXR145483;MNXR145484;MNXR145485;MNXR145486;MNXR166108;MNXR184874;MNXR194728;MNXR194729;MNXR194730;MNXR194731	1	12
ECDH10B_3074	3.5.1.135	MNXR171899;MNXR171900;MNXR171901	1	3
ECDH10B_3075	3.2.1.86	MNXR109344;MNXR109345;MNXR123355;MNXR123360;MNXR131819;MNXR131820;MNXR131821;MNXR132991;MNXR132992;MNXR133846;MNXR133985;MNXR134032;MNXR135470;MNXR151153;MNXR151156;MNXR173123;MNXR190480;MNXR190490	1	18
ECDH10B_3076	1.1.1.47	MNXR107038;MNXR107039;MNXR115918;MNXR131069;MNXR132630;MNXR132631;MNXR133187;MNXR133188;MNXR133213;MNXR133471;MNXR133474;MNXR133755;MNXR153708;MNXR175473;MNXR191839;MNXR192061;MNXR192075;MNXR192202;MNXR192242;MNXR192434	1	20
ECDH10B_3077	1.4.4.2	MNXR100065;MNXR115908;MNXR144960;MNXR144961;MNXR144962;MNXR144963;MNXR166338;MNXR188141	1	8
ECDH10B_3080	1.14.13.240	MNXR122716;MNXR122724;MNXR122731;MNXR150408;MNXR170597;MNXR183728;MNXR195797;MNXR195798	1	8
ECDH10B_3082	3.4.11.9	MNXR115426;MNXR131239;MNXR185983;MNXR194903;MNXR194904;MNXR194905;MNXR195124;MNXR195125	1	8
ECDH10B_3086	6.3.3.2	MNXR115622;MNXR129639;MNXR129653;MNXR129679;MNXR153621;MNXR183652	1	6
ECDH10B_3088	1.1.1.399;1.1.1.95	MNXR102527;MNXR107022;MNXR111769;MNXR114634;MNXR129206;MNXR152921	2	6
ECDH10B_3089	5.3.1.6	MNXR146354;MNXR151350;MNXR151351;MNXR180391;MNXR180392;MNXR189850	1	6
ECDH10B_3100	4.1.2.13	MNXR129802;MNXR130316;MNXR130386;MNXR130387;MNXR133850;MNXR144324;MNXR146532;MNXR146784;MNXR153517;MNXR153519;MNXR180382;MNXR180394;MNXR184471;MNXR191073;MNXR195127	1	15
ECDH10B_3101	2.7.2.3	MNXR133502;MNXR133741;MNXR133750;MNXR133938;MNXR144445;MNXR144446;MNXR144447;MNXR144448;MNXR144449;MNXR144450;MNXR144451;MNXR144452;MNXR144453;MNXR144473;MNXR144484;MNXR144485;MNXR144486;MNXR144487;MNXR180180;MNXR180384;MNXR191159;MNXR191160;MNXR191230;MNXR191231;MNXR191816;MNXR191817	1	26
ECDH10B_3102	1.2.1.72	MNXR130948;MNXR97842	1	2
ECDH10B_3104	4.2.1.2	MNXR99705	1	1
ECDH10B_3105	3.1.3.11	MNXR129664;MNXR146377;MNXR147046;MNXR150328;MNXR153097;MNXR179974;MNXR180381	1	7
ECDH10B_3110	2.2.1.1	MNXR104868;MNXR106812;MNXR106991;MNXR110598;MNXR124172;MNXR124173;MNXR129774;MNXR129790;MNXR129793;MNXR129797;MNXR129806;MNXR143581;MNXR143595;MNXR144325;MNXR146555;MNXR146556;MNXR152015;MNXR152016;MNXR152017;MNXR179280;MNXR179285;MNXR180393;MNXR194979	1	23
ECDH10B_3112	3.5.3.11	MNXR95554	1	1
ECDH10B_3113	4.1.1.19	MNXR102209;MNXR131091;MNXR188327;MNXR198599;MNXR95940	1	5
ECDH10B_3117	2.5.1.6	MNXR103069;MNXR188840;MNXR198486;MNXR198487	1	4
ECDH10B_3121	2.1.1.193	MNXR117038;MNXR168242	1	2
ECDH10B_3122	6.3.2.3	MNXR100450;MNXR114298;MNXR129757;MNXR133360;MNXR164789;MNXR180492	1	6
ECDH10B_3129	3.6.1.66	MNXR111800;MNXR145805;MNXR188541;MNXR188549	1	4
ECDH10B_3132	3.5.1.1	MNXR130698;MNXR130699;MNXR130700;MNXR130701;MNXR130703;MNXR130704;MNXR130705;MNXR130706;MNXR130707;MNXR130846;MNXR131282;MNXR133837;MNXR141486;MNXR147344;MNXR149440;MNXR149441;MNXR192440;MNXR192441;MNXR200104	1	19
ECDH10B_3135	2.1.1.33	MNXR124070;MNXR135068;MNXR146988;MNXR146989;MNXR168206;MNXR182555	1	6
ECDH10B_3136	3.2.2.31	MNXR123151;MNXR186996	1	2
ECDH10B_3148	4.1.1.17	MNXR102209;MNXR179125;MNXR188327	1	3
ECDH10B_3152	2.3.3.9	MNXR188337	1	1
ECDH10B_3154	1.1.99.14	MNXR100331;MNXR115944;MNXR123402;MNXR136760;MNXR189092;MNXR189442;MNXR189443	1	7
ECDH10B_3155	1.1.99.14	MNXR100331;MNXR115944;MNXR123402;MNXR136760;MNXR189092;MNXR189442;MNXR189443	1	7
ECDH10B_3156	1.1.99.14	MNXR100331;MNXR115944;MNXR123402;MNXR136760;MNXR189092;MNXR189442;MNXR189443	1	7
ECDH10B_3165	3.5.1.78;6.3.1.8	MNXR187454;MNXR197701;MNXR197702;MNXR197703;MNXR197704	2	5
ECDH10B_3171	1.12.99.6	MNXR110873;MNXR111616;MNXR123177;MNXR144139;MNXR189364;MNXR189365;MNXR192058	1	7
ECDH10B_3174	1.12.99.6	MNXR110873;MNXR111616;MNXR123177;MNXR144139;MNXR189364;MNXR189365;MNXR192058	1	7
ECDH10B_3178	1.1.1.2	MNXR100327;MNXR101737;MNXR106702;MNXR107022;MNXR107603;MNXR107662;MNXR109407;MNXR109760;MNXR114023;MNXR115960;MNXR123208;MNXR123392;MNXR124581;MNXR127869;MNXR129365;MNXR129368;MNXR129373;MNXR129376;MNXR129468;MNXR129484;MNXR129705;MNXR129713;MNXR129835;MNXR129836;MNXR130042;MNXR130045;MNXR130071;MNXR130078;MNXR130106;MNXR130107;MNXR130108;MNXR130109;MNXR130110;MNXR130250;MNXR130472;MNXR130670;MNXR130772;MNXR130773;MNXR130774;MNXR130775;MNXR131045;MNXR131060;MNXR131087;MNXR131455;MNXR131456;MNXR132190;MNXR132636;MNXR132880;MNXR132890;MNXR132891;MNXR132894;MNXR132909;MNXR132924;MNXR132925;MNXR132926;MNXR132927;MNXR132928;MNXR132939;MNXR132940;MNXR133030;MNXR133031;MNXR133034;MNXR133035;MNXR133037;MNXR133039;MNXR133210;MNXR133448;MNXR133472;MNXR133476;MNXR133477;MNXR133532;MNXR133541;MNXR133561;MNXR133621;MNXR134129;MNXR138038;MNXR138039;MNXR141812;MNXR145013;MNXR145015;MNXR145250;MNXR145256;MNXR145410;MNXR146255;MNXR146763;MNXR146999;MNXR147000;MNXR147072;MNXR147585;MNXR147586;MNXR149872;MNXR149873;MNXR149874;MNXR150038;MNXR151159;MNXR153007;MNXR165769;MNXR166012;MNXR171110;MNXR175274;MNXR178213;MNXR188135;MNXR188187;MNXR191505;MNXR191939;MNXR192035;MNXR192159;MNXR195658;MNXR195659;MNXR195660;MNXR195706;MNXR196663;MNXR196664;MNXR198702;MNXR198703;MNXR199864;MNXR95710;MNXR95711;MNXR95712;MNXR95716;MNXR95717;MNXR95718;MNXR95726;MNXR95727;MNXR95728;MNXR95729;MNXR95788	1	127
